number of servers switched on: 3
number of jobs: 1000
seed: 500
   time  event        next arrival time    next departure time  job list
125.156  arrival                125.717                125.609  [[125.156, 0.453]]
125.609  departure              125.717                inf      []
125.717  arrival                126.074                126.122  [[125.717, 0.405]]
126.074  arrival                126.921                126.17   [[125.717, 0.048], [126.074, 0.347]]
126.17   departure              126.921                126.469  [[126.074, 0.299]]
126.469  departure              126.921                inf      []
126.921  arrival                128.445                127.229  [[126.921, 0.308]]
127.229  departure              128.445                inf      []
128.445  arrival                128.875                128.926  [[128.445, 0.481]]
128.875  arrival                129.518                128.977  [[128.445, 0.051], [128.875, 0.361]]
128.977  departure              129.518                129.287  [[128.875, 0.31]]
129.287  departure              129.518                inf      []
129.518  arrival                129.855                130.066  [[129.518, 0.548]]
129.855  arrival                130.564                130.277  [[129.518, 0.211], [129.855, 0.409]]
130.277  departure              130.564                130.475  [[129.855, 0.198]]
130.475  departure              130.564                inf      []
130.564  arrival                130.783                130.891  [[130.564, 0.327]]
130.783  arrival                131.11                 130.999  [[130.564, 0.108], [130.783, 0.506]]
130.999  departure              131.11                 131.397  [[130.783, 0.398]]
131.11   arrival                131.624                131.684  [[130.783, 0.287], [131.11, 0.393]]
131.624  arrival                132.452                131.714  [[130.783, 0.03], [131.11, 0.136], [131.624, 0.456]]
131.714  departure              132.452                131.926  [[131.11, 0.106], [131.624, 0.426]]
131.926  departure              132.452                132.246  [[131.624, 0.32]]
132.246  departure              132.452                inf      []
132.452  arrival                133.471                132.84   [[132.452, 0.388]]
132.84   departure              133.471                inf      []
133.471  arrival                133.657                133.995  [[133.471, 0.524]]
133.657  arrival                133.994                134.333  [[133.471, 0.338], [133.657, 0.383]]
133.994  arrival                135.33                 134.501  [[133.471, 0.169], [133.657, 0.214], [133.994, 0.461]]
134.501  departure              135.33                 134.591  [[133.657, 0.045], [133.994, 0.292]]
134.591  departure              135.33                 134.838  [[133.994, 0.247]]
134.838  departure              135.33                 inf      []
135.33   arrival                135.76                 135.794  [[135.33, 0.464]]
135.76   arrival                136.08                 135.828  [[135.33, 0.034], [135.76, 0.253]]
135.828  departure              136.08                 136.047  [[135.76, 0.219]]
136.047  departure              136.08                 inf      []
136.08   arrival                136.832                136.417  [[136.08, 0.337]]
136.417  departure              136.832                inf      []
136.832  arrival                137.257                137.33   [[136.832, 0.498]]
137.257  arrival                137.633                137.403  [[136.832, 0.073], [137.257, 0.326]]
137.403  departure              137.633                137.656  [[137.257, 0.253]]
137.633  arrival                138.135                137.679  [[137.257, 0.023], [137.633, 0.545]]
137.679  departure              138.135                138.201  [[137.633, 0.522]]
138.135  arrival                138.383                138.267  [[137.633, 0.066], [138.135, 0.413]]
138.267  departure              138.383                138.614  [[138.135, 0.347]]
138.383  arrival                139.581                138.845  [[138.135, 0.231], [138.383, 0.471]]
138.845  departure              139.581                139.085  [[138.383, 0.24]]
139.085  departure              139.581                inf      []
139.581  arrival                139.944                139.919  [[139.581, 0.338]]
139.919  departure              139.944                inf      []
139.944  arrival                140.629                140.365  [[139.944, 0.421]]
140.365  departure              140.629                inf      []
140.629  arrival                140.963                140.967  [[140.629, 0.338]]
140.963  arrival                141.283                140.971  [[140.629, 0.004], [140.963, 0.337]]
140.971  departure              141.283                141.304  [[140.963, 0.333]]
141.283  arrival                inf                    141.325  [[140.963, 0.021], [141.283, 0.297]]
141.325  departure              inf                    141.601  [[141.283, 0.276]]
141.601  departure              inf                    inf      []
mean response time is: 0.575384

number of servers switched on: 5
number of jobs: 1000
seed: 500
   time  event        next arrival time    next departure time  job list
-------  ---------  -------------------  ---------------------  --------------------------------------------------------------------
  0      None                     1                    inf      []
  1      arrival                  1.863                  1.536  [[1.0, 0.536]]
  1.536  departure                1.863                inf      []
  1.863  arrival                  2.288                  2.243  [[1.863, 0.38]]
  2.243  departure                2.288                inf      []
  2.288  arrival                  3.169                  2.568  [[2.288, 0.28]]
  2.568  departure                3.169                inf      []
  3.169  arrival                  4.21                   3.462  [[3.169, 0.293]]
  3.462  departure                4.21                 inf      []
  4.21   arrival                  5.005                  4.786  [[4.21, 0.576]]
  4.786  departure                5.005                inf      []
  5.005  arrival                  5.507                  5.328  [[5.005, 0.323]]
  5.328  departure                5.507                inf      []
  5.507  arrival                  5.733                  6.107  [[5.507, 0.6]]
  5.733  arrival                  6.012                  6.481  [[5.507, 0.374], [5.733, 0.603]]
  6.012  arrival                  6.469                  6.717  [[5.507, 0.235], [5.733, 0.464], [6.012, 0.517]]
  6.469  arrival                  7.136                  6.801  [[5.507, 0.083], [5.733, 0.312], [6.012, 0.365], [6.469, 0.461]]
